frame,ID,x,y
0,0,442,464
0,1,336,453
0,2,92,443
0,3,39,421
0,4,369,423
0,5,392,416
0,6,482,410
0,7,445,400
0,8,398,397
0,9,32,394
0,10,201,381
0,11,147,383
0,12,227,369
0,13,145,362
0,14,354,352
0,15,338,358
0,16,507,344
0,17,284,345
0,18,336,323
0,19,546,322
0,20,183,317
0,21,304,318
0,22,369,314
0,23,207,311
0,24,538,304
0,25,443,306
0,26,522,300
0,27,235,294
0,28,452,292
0,29,295,288
0,30,222,278
0,31,131,282
0,32,424,276
0,33,335,272
0,34,296,260
0,35,580,251
0,36,284,247
0,37,329,243
0,38,122,242
0,39,530,236
0,40,347,230
0,41,611,227
0,42,258,225
0,43,549,218
0,44,302,217
0,45,185,213
0,46,39,215
0,47,459,213
0,48,370,211
0,49,354,207
0,50,78,204
0,51,326,204
0,52,543,194
0,53,483,190
0,54,255,184
0,55,382,176
0,56,161,176
0,57,297,174
0,58,19,169
0,59,250,165
0,60,458,168
0,61,84,155
0,62,264,149
0,63,469,145
0,64,226,141
0,65,436,136
0,66,253,134
0,67,69,142
0,68,224,124
0,69,252,117
0,70,603,111
0,71,531,99
0,72,496,93
0,73,63,81
0,74,504,76
0,75,503,56
0,76,105,42
0,77,180,26
0,78,200,10
0,79,132,4
0,443,465,1
1,336,450,1
2,92,442,1
3,367,421,1
4,488,410,1
5,434,407,1
6,394,403,1
7,39,397,1
8,455,393,1
9,148,383,1
10,233,366,1
11,159,366,1
12,354,352,1
13,335,355,1
14,285,348,1
15,508,343,1
16,336,323,1
17,546,321,1
18,178,318,1
19,371,316,1
20,299,311,1
21,536,303,1
22,205,307,1
23,442,302,1
24,522,299,1
25,238,294,1
26,291,289,1
27,225,278,1
28,131,284,1
29,455,284,1
30,162,274,1
31,427,272,1
32,335,272,1
33,593,246,1
34,290,252,1
35,332,243,1
36,537,241,1
37,345,231,1
38,128,236,1
39,612,227,1
40,259,226,1
41,305,222,1
42,549,224,1
43,368,218,1
44,345,215,1
45,187,215,1
46,39,217,1
47,459,212,1
48,78,203,1
49,543,194,1
50,310,191,1
51,483,190,1
52,257,186,1
53,378,176,1
54,158,175,1
55,19,170,1
56,248,166,1
57,292,168,1
58,460,165,1
59,85,155,1
60,260,148,1
61,470,146,1
62,223,141,1
63,432,138,1
64,252,135,1
65,70,141,1
66,223,124,1
67,251,118,1
68,603,112,1
69,525,103,1
70,494,93,1
71,63,80,1
72,504,76,1
73,506,52,1
74,105,42,1
75,179,28,1
76,200,10,1
0,443,465,2
1,336,447,2
2,364,419,2
3,386,414,2
4,492,408,2
5,431,412,2
6,44,402,2
7,456,389,2
8,149,383,2
9,173,372,2
10,238,363,2
11,355,352,2
12,330,352,2
13,286,350,2
14,510,340,2
15,336,323,2
16,546,321,2
17,173,318,2
18,374,319,2
19,535,303,2
20,296,305,2
21,204,303,2
22,521,300,2
23,239,296,2
24,290,290,2
25,441,294,2
26,230,278,2
27,132,286,2
28,152,273,2
29,164,274,2
30,457,275,2
31,334,274,2
32,430,267,2
33,604,245,2
34,337,242,2
35,300,234,2
36,342,230,2
37,612,227,2
38,134,229,2
39,547,234,2
40,343,219,2
41,307,226,2
42,260,227,2
43,366,222,2
44,183,220,2
45,39,220,2
46,331,206,2
47,78,203,2
48,460,209,2
49,543,194,2
50,315,193,2
51,484,189,2
52,260,189,2
53,369,178,2
54,157,175,2
55,19,170,2
56,248,166,2
57,288,165,2
58,462,159,2
59,89,155,2
60,255,147,2
61,472,146,2
62,220,140,2
63,432,140,2
64,70,141,2
65,250,122,2
66,269,105,2
67,603,111,2
68,518,108,2
69,493,94,2
70,63,81,2
71,507,49,2
72,105,43,2
73,179,28,2
74,200,11,2
0,443,466,3
1,336,445,3
2,378,428,3
3,385,417,3
4,362,417,3
5,428,414,3
6,500,407,3
7,52,409,3
8,458,384,3
9,150,384,3
10,184,377,3
11,243,360,3
12,357,352,3
13,286,353,3
14,328,350,3
15,510,339,3
16,337,323,3
17,167,319,3
18,546,321,3
19,379,322,3
20,533,302,3
21,520,299,3
22,242,297,3
23,204,299,3
24,289,296,3
25,440,289,3
26,134,289,3
27,233,278,3
28,150,275,3
29,336,277,3
30,166,275,3
31,459,271,3
32,432,264,3
33,341,242,3
34,309,243,3
35,297,232,3
36,550,237,3
37,363,227,3
38,186,225,3
39,260,227,3
40,39,224,3
41,177,220,3
42,139,222,3
43,315,212,3
44,78,203,3
45,461,206,3
46,543,194,3
47,320,194,3
48,488,187,3
49,263,192,3
50,364,178,3
51,155,174,3
52,18,170,3
53,246,167,3
54,285,163,3
55,462,157,3
56,91,155,3
57,252,146,3
58,472,146,3
59,215,141,3
60,431,140,3
61,244,134,3
62,70,139,3
63,249,123,3
64,513,111,3
65,603,112,3
66,262,104,3
67,492,94,3
68,63,80,3
69,509,47,3
70,104,45,3
71,187,18,3
0,445,466,4
1,85,467,4
2,337,443,4
3,375,432,4
4,371,416,4
5,424,417,4
6,61,416,4
7,509,406,4
8,195,383,4
9,150,384,4
10,461,380,4
11,358,352,4
12,247,356,4
13,286,355,4
14,327,348,4
15,510,338,4
16,337,323,4
17,381,323,4
18,163,320,4
19,546,321,4
20,533,303,4
21,242,298,4
22,282,292,4
23,519,295,4
24,202,293,4
25,136,291,4
26,237,278,4
27,439,284,4
28,337,281,4
29,151,275,4
30,167,276,4
31,462,264,4
32,437,257,4
33,293,245,4
34,320,236,4
35,350,235,4
36,294,229,4
37,549,233,4
38,185,228,4
39,260,229,4
40,175,223,4
41,39,228,4
42,355,218,4
43,315,211,4
44,142,213,4
45,78,204,4
46,462,203,4
47,325,197,4
48,543,194,4
49,266,195,4
50,491,186,4
51,359,178,4
52,153,174,4
53,18,171,4
54,246,167,4
55,283,160,4
56,91,156,4
57,251,146,4
58,470,149,4
59,211,140,4
60,429,140,4
61,70,139,4
62,507,117,4
63,603,112,4
64,254,104,4
65,491,94,4
66,491,83,4
67,63,81,4
68,504,78,4
69,104,46,4
70,510,44,4
71,178,30,4
72,199,14,4
0,84,470,5
1,446,465,5
2,367,438,5
3,422,419,5
4,65,419,5
5,368,414,5
6,518,406,5
7,46,402,5
8,207,390,5
9,150,384,5
10,463,377,5
11,359,352,5
12,286,356,5
13,250,351,5
14,324,344,5
15,512,336,5
16,384,325,5
17,337,322,5
18,162,321,5
19,546,321,5
20,532,302,5
21,242,299,5
22,519,290,5
23,201,288,5
24,136,288,5
25,340,286,5
26,241,278,5
27,284,285,5
28,169,280,5
29,155,272,5
30,462,261,5
31,441,266,5
32,299,244,5
33,357,234,5
34,552,239,5
35,184,230,5
36,611,227,5
37,289,227,5
38,261,229,5
39,171,225,5
40,39,228,5
41,361,218,5
42,78,203,5
43,331,200,5
44,146,203,5
45,462,201,5
46,269,201,5
47,544,191,5
48,492,185,5
49,353,178,5
50,151,172,5
51,18,170,5
52,244,168,5
53,282,160,5
54,92,156,5
55,252,146,5
56,209,141,5
57,471,146,5
58,428,140,5
59,70,137,5
60,229,124,5
61,497,124,5
62,603,112,5
63,241,102,5
64,489,93,5
65,63,81,5
66,502,77,5
67,104,47,5
68,512,42,5
69,177,31,5
70,199,15,5
0,450,464,6
1,359,446,6
2,419,421,6
3,64,416,6
4,364,414,6
5,525,405,6
6,45,402,6
7,218,395,6
8,151,386,6
9,466,373,6
10,362,352,6
11,287,356,6
12,254,347,6
13,322,340,6
14,516,333,6
15,388,329,6
16,338,322,6
17,164,321,6
18,546,321,6
19,245,300,6
20,283,294,6
21,520,288,6
22,138,289,6
23,246,279,6
24,341,286,6
25,200,284,6
26,171,282,6
27,279,272,6
28,157,271,6
29,466,256,6
30,316,244,6
31,286,242,6
32,442,260,6
33,359,238,6
34,548,237,6
35,180,234,6
36,334,226,6
37,611,227,6
38,167,228,6
39,261,231,6
40,40,227,6
41,368,216,6
42,315,217,6
43,78,203,6
44,336,203,6
45,279,213,6
46,463,200,6
47,147,195,6
48,541,191,6
49,492,185,6
50,346,177,6
51,147,169,6
52,244,170,6
53,18,170,6
54,92,161,6
55,281,158,6
56,256,148,6
57,474,148,6
58,207,141,6
59,427,141,6
60,462,140,6
61,488,129,6
62,72,134,6
63,603,112,6
64,230,102,6
65,488,94,6
66,63,80,6
67,502,76,6
68,104,49,6
69,513,41,6
70,176,32,6
71,112,14,6
72,199,16,6
0,454,462,7
1,354,452,7
2,416,423,7
3,371,420,7
4,345,409,7
5,532,405,7
6,151,387,7
7,468,370,7
8,368,353,7
9,287,356,7
10,257,341,7
11,321,337,7
12,519,330,7
13,391,331,7
14,339,322,7
15,170,320,7
16,547,320,7
17,530,300,7
18,245,301,7
19,282,294,7
20,518,294,7
21,140,288,7
22,176,287,7
23,342,286,7
24,249,279,7
25,200,280,7
26,160,266,7
27,437,267,7
28,271,263,7
29,467,253,7
30,315,246,7
31,286,240,7
32,361,240,7
33,447,241,7
34,553,241,7
35,179,235,7
36,164,230,7
37,334,224,7
38,261,232,7
39,282,224,7
40,40,228,7
41,310,218,7
42,360,209,7
43,78,203,7
44,273,207,7
45,463,198,7
46,491,185,7
47,541,188,7
48,340,175,7
49,18,171,7
50,242,172,7
51,143,180,7
52,92,163,7
53,279,157,7
54,260,149,7
55,206,141,7
56,426,143,7
57,234,138,7
58,479,135,7
59,470,140,7
60,73,131,7
61,223,122,7
62,603,112,7
63,218,103,7
64,486,94,7
65,63,80,7
66,104,50,7
67,513,42,7
68,176,32,7
69,112,15,7
70,200,15,7
0,459,459,8
1,342,447,8
2,412,424,8
3,367,421,8
4,65,418,8
5,536,407,8
6,340,407,8
7,152,386,8
8,471,367,8
9,372,353,8
10,286,358,8
11,319,336,8
12,261,336,8
13,393,333,8
14,520,329,8
15,337,323,8
16,176,318,8
17,547,320,8
18,280,296,8
19,246,301,8
20,529,299,8
21,143,289,8
22,179,289,8
23,520,286,8
24,252,279,8
25,339,280,8
26,200,275,8
27,436,264,8
28,164,262,8
29,267,257,8
30,319,246,8
31,470,249,8
32,362,245,8
33,310,236,8
34,552,242,8
35,286,237,8
36,178,236,8
37,450,237,8
38,160,232,8
39,261,235,8
40,40,229,8
41,387,217,8
42,308,219,8
43,354,208,8
44,274,208,8
45,78,203,8
46,464,195,8
47,489,186,8
48,539,186,8
49,335,174,8
50,242,174,8
51,18,171,8
52,142,174,8
53,92,167,8
54,277,155,8
55,471,146,8
56,424,145,8
57,230,143,8
58,212,138,8
59,389,131,8
60,73,130,8
61,219,120,8
62,603,112,8
63,205,104,8
64,486,95,8
65,493,82,8
66,63,80,8
67,499,74,8
68,104,51,8
69,515,44,8
70,177,32,8
71,112,15,8
72,200,17,8
0,463,456,9
1,342,450,9
2,408,426,9
3,366,422,9
4,66,419,9
5,335,404,9
6,153,387,9
7,472,364,9
8,377,354,9
9,286,358,9
10,395,336,9
11,319,336,9
12,519,329,9
13,263,331,9
14,337,323,9
15,546,320,9
16,179,317,9
17,248,302,9
18,279,296,9
19,528,296,9
20,149,290,9
21,182,293,9
22,518,293,9
23,255,280,9
24,335,277,9
25,199,269,9
26,165,261,9
27,435,262,9
28,323,246,9
29,362,249,9
30,471,248,9
31,553,244,9
32,175,240,9
33,157,233,9
34,451,236,9
35,261,236,9
36,610,228,9
37,286,231,9
38,40,230,9
39,394,216,9
40,308,218,9
41,368,209,9
42,275,210,9
43,78,203,9
44,466,192,9
45,483,188,9
46,538,183,9
47,327,172,9
48,240,178,9
49,18,170,9
50,93,171,9
51,155,168,9
52,134,163,9
53,272,153,9
54,424,145,9
55,228,145,9
56,197,143,9
57,461,137,9
58,388,131,9
59,73,129,9
60,215,119,9
61,195,105,9
62,603,111,9
63,484,94,9
64,491,81,9
65,63,80,9
66,502,75,9
67,104,51,9
68,517,47,9
69,177,32,9
70,112,14,9
71,200,18,9
0,469,452,10
1,343,450,10
2,403,428,10
3,364,422,10
4,67,420,10
5,331,403,10
6,155,388,10
7,38,379,10
8,477,361,10
9,383,355,10
10,286,360,10
11,398,340,10
12,319,338,10
